trajectory,t,tau_residual_target,tau_residual_pred,theta_real,theta_sim,omega_real,omega_sim,alpha_real,alpha_sim,motor_input_a,tau_motor_sim,tau_visc_sim,tau_coul_sim,tau_residual_sim,tau_res_sim,tau_net_sim
chrono_run_1.finalized,1.2524840831756592,0.328087398895008,0.2932813986238903,1.5713707039474,0.15044111806659438,-0.0029638920356149,-1.2554152928012865,0.0026099750911297293,-987.4275421962693,0.0,0.0,-0.0349580214137015,-0.00044179169191864464,0.028876874148773723,-0.006522938956846424,0.006522938956846424
chrono_run_1.finalized,1.2661960124969482,0.32809028384122,0.293282406332133,1.5713726456226862,0.1310871156608748,-0.0029327711036218,-1.411471861634426,0.002912953860067846,661.0925353736484,0.0,0.0,-0.03930353871486854,-0.00044179169191864464,0.01924635269221461,-0.020498977714572573,0.020498977714572573
chrono_run_1.finalized,1.2792589664459229,0.32809175183782174,0.29328423723548896,1.5713739708701335,0.11110394444410082,-0.0028752940057083,-1.5297589882679306,0.0028931056999899896,-775.083678100742,0.0,0.0,-0.042597336336683715,-0.00044179169191864464,0.010603422569539542,-0.03243570545906282,0.03243570545906282
chrono_run_1.finalized,1.2924776077270508,0.3280835489033063,0.2932832183882572,1.5713750718332635,0.08976015279114047,-0.0029080576196172,-1.6146736414908662,0.0017989330264725906,-469.28712837157036,0.0,0.0,-0.04496185131648831,-0.00044179169191864464,0.0026178231981183915,-0.04278581981028856,0.04278581981028856
chrono_run_1.finalized,1.3058319091796875,0.3280794975755117,0.29328495621046924,1.5713799310615562,0.06746731183379612,-0.0028550289069149,-1.6693378561514158,0.000969414312794098,-315.6449940282673,0.0,0.0,-0.04648401915817729,-0.00044179169191864464,-0.004706645864648303,-0.05163245671474424,0.05163245671474424
chrono_run_1.finalized,1.319281816482544,0.3280923444409003,0.2932863812224049,1.571383915628756,0.04468810532963995,-0.0028115453624991,-1.693632973910414,0.0027159128185932774,-417.57277782066285,0.0,0.0,-0.04716053572742533,-0.00044179169191864464,-0.01125135396149889,-0.05885368138084286,0.05885368138084286
chrono_run_1.finalized,1.3324980735778809,0.32810694986260797,0.2932875412274509,1.571386546964163,0.022360527403856592,-0.0027758888979876,-1.6894025112193956,0.004759015025354599,-72.27821581965964,0.0,0.0,-0.0470427351827048,-0.00044179169191864464,-0.01683131049560119,-0.06431583737022463,0.06431583737022463
chrono_run_1.finalized,1.3462769985198975,0.3281192887704256,0.2932890282978771,1.571391082827893,-0.0004665760049825348,-0.0027306716302486,-1.6566679552213506,0.006422049045093928,-998.7844221563646,0.0,0.0,-0.04613121585032974,-0.00044179169191864464,-0.021687071232881095,-0.06826007877512948,0.06826007877512948
chrono_run_1.finalized,1.3595852851867676,0.32812338477799957,0.29328773279537124,1.5713952132167406,-0.02179558639607552,-0.0027734883049007,-1.6026864257583056,0.007215856083472125,-3048.086702257133,0.0,0.0,-0.04462805791228781,-0.00044179169191864464,-0.025520415485738236,-0.07059026508994469,0.07059026508994469
chrono_run_1.finalized,1.3728697299957275,0.3281245212697479,0.29329576517137385,1.5714001911757245,-0.042073912078937487,-0.0025209765750023,-1.5264714464532865,0.006331273690947811,-2724.5279956552904,0.0,0.0,-0.04250579216176903,-0.00044179169191864464,-0.028410667607845056,-0.07135825146153273,0.07135825146153273
